"code","iso","country","CTH.raw.1950","CTH.raw.1951","CTH.raw.1952","CTH.raw.1953","CTH.raw.1954","CTH.raw.1955","CTH.raw.1956","CTH.raw.1957","CTH.raw.1958","CTH.raw.1959","CTH.raw.1960","CTH.raw.1961","CTH.raw.1962","CTH.raw.1963","CTH.raw.1964","CTH.raw.1965","CTH.raw.1966","CTH.raw.1967","CTH.raw.1968","CTH.raw.1969","CTH.raw.1970","CTH.raw.1971","CTH.raw.1972","CTH.raw.1973","CTH.raw.1974","CTH.raw.1975","CTH.raw.1976","CTH.raw.1977","CTH.raw.1978","CTH.raw.1979","CTH.raw.1980","CTH.raw.1981","CTH.raw.1982","CTH.raw.1983","CTH.raw.1984","CTH.raw.1985","CTH.raw.1986","CTH.raw.1987","CTH.raw.1988","CTH.raw.1989","CTH.raw.1990","CTH.raw.1991","CTH.raw.1992","CTH.raw.1993","CTH.raw.1994","CTH.raw.1995","CTH.raw.1996","CTH.raw.1997","CTH.raw.1998","CTH.raw.1999","CTH.raw.2000","CTH.raw.2001","CTH.raw.2002","CTH.raw.2003","CTH.raw.2004","CTH.raw.2005","CTH.raw.2006","CTH.raw.2007","CTH.raw.2008","CTH.raw.2009","CTH.raw.2010","CTH.raw.2011","CTH.raw.2012","CTH.raw.2013","CTH.raw.2014"
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,"MNE","Montenegro",895.78,1391.11,2312.69,1890.37,2468.71,1321.91,980.71,1081.64,861.52,771.06,841.71,925.02,758.69,845.42,918.19,1261.62,1111.06,1170.47,1143.84,1239.23,1038.78,1053.03,937.97,882.98,983.38,954.53,1158.07,1147.25,1205.01,1225.97,1479.21,1226.82,1413.91,1243.98,1241.57,1268.85,1714.98,1633.71,1468.26,1356.59,1299.55,1178.21,1073.38,1229.67,1176.27,1441.45,1324.67,1341.6,1322.74,1292.41,1284.35,1361.81,1374.09,1550.59,1436.29,1422.95,1602.97,1575.86,1481.32,1302.3,1338.71,1169.11,1325.12,1230.48,1515.86
504,"MAR","Morocco",492804.71,461388.79,526614.05,514510.85,460597.75,466062.84,470674.46,536018.52,580251.66,571469.24,608073.9,645243.04,659607.06,655234.28,894852.9,1192165.44,1716422.48,2420604.44,2654744.89,2715233.07,2836066.19,2959217.07,3164452.51,3464439.05,3450290.8,3776833.01,3667154.27,4480260.66,5254841.16,4266173.95,3603849.89,3569533.31,3751788.55,3961139.82,4214541.3,4409554.24,4605429.55,4235050.74,4530515.61,4500197.76,4403943.7,4013100.9,3666176.39,3588722.29,3772652.87,3612525.83,2898166.21,3515506.77,3236836.3,2913142.1,3096931.91,3358231.86,3073188.15,2973266.86,2923356.68,2983535.55,2747823.27,2695983.18,2790532.61,2932584.88,2871637.63,2759895.9,2743241.31,3263673.76,3313526.01
508,"MOZ","Mozambique",55085.87,55531.9,56671,58197.43,59035.61,59839.54,63163.48,61170.91,63956.32,75093.93,80263.51,78425.13,67309.84,69865.71,79498.17,82193.59,96077.56,87811.2,90547.45,105687.58,106280.83,115370.34,124782.8,136950.61,154781.54,153415.81,166145.12,186775.68,192814,189810.65,208439.62,206735.95,202968.27,204318.84,189734.21,187495.77,208704.98,207737.97,207753.13,194408.55,200202.72,197088.87,186660.5,187514.26,187537.11,184396.57,178073.18,177211.06,172686.26,167407.56,164884.14,160855.79,155288.68,143240.53,136755.64,139028.62,148352.87,130392.73,126524.14,129415.54,142390.44,137894.26,159691.68,154536.17,190102.71
104,"MMR","Myanmar",201516.88,208306.93,220017.69,229852.37,239193.21,251653.63,269495.87,270048.28,279503.7,280565.47,285567.17,276481.01,277502.54,281329.71,279209.83,283946.89,288351.24,309281.53,340563.28,368438.22,395192.52,416624.04,446601.94,457275.17,448924.05,496991.48,519021.34,612320.44,589222.9,611071.22,626887.36,675132.3,715654.36,736436.77,766277.64,827235.03,937194.52,995551.83,1004154.56,1075674.44,1124060.17,1201139.51,1287427.23,1377293.41,1435466.54,1503896.38,1574756.04,1579912.11,1682131.89,1697095.39,1800182.32,1813260.46,1915588.34,1948679.52,2077561.38,2068663.33,2043000.38,1924393.23,1738192.71,1740207.34,1728365.93,1674746.39,1543993.91,1706230.06,1670131.3
516,"NAM","Namibia",90253.44,228836.76,406977.05,466000.32,445117.57,403825.81,402750.02,404013.21,402123.39,480942.54,494101.68,605534.94,698855.4,1068968.61,1572955.01,1966795.65,2159430.87,2976264.37,3706788.69,3466030.81,2316529.98,2600007.6,2219708.18,2405663.8,2408940.45,2636403.43,2433606.72,2195259.17,2501950.03,1679361.34,1568048.17,1894690.97,1799248.13,1877864.1,1732412.17,1609780.29,1487015.15,1900207.32,1430062.27,1003535.63,872215.41,558190.13,733359.65,863932.36,725431.14,632511.07,571289.51,568824.38,667258.56,634923.17,645282.23,603213.78,680940,698344.44,622436,609161.09,557545.56,456545.64,408990.69,431021.31,454939.66,599094.81,620322.82,854653.71,717668.21
520,"NRU","Nauru",7865.1,10639.61,965.1,653.22,324.77,441.76,1337.86,5628.08,3694.3,2475.67,4193.88,4275.19,5878.58,6522.44,11752.63,2114.39,6773.13,3506.47,4296.89,4572.33,3507.02,5096.44,8406.66,5732.03,8468.81,3419.73,16193.93,14689.13,348.77,347.45,345.86,344.01,610.37,693.7,754.22,622.75,515.93,687.07,1607.32,1982.94,6771.47,2508.58,13718.54,12140.17,12934.75,4535.15,8987.67,26456.75,30496.87,83174.76,37302.89,65494.56,93276.16,23355.02,50100.65,61698.35,50409.57,74766.15,66329.38,59284.78,62990.94,87135.19,39145.33,64067.04,84178.99
524,"NPL","Nepal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,"NLD","Netherlands",167886.32,199829.34,181016.5,222913.25,208019.87,165122.5,166792.51,206469.18,194396.92,241619.93,183562.83,202905.36,197624.5,234515.01,263523.64,227993.78,248935.42,191649.96,218622.18,261808.35,306755.66,263114.33,228060.3,232321.77,235861.42,244155.48,246315.21,204013.9,210412.42,216875.67,233694.1,229734.71,250583.68,228737.42,239003.04,281882.12,285892.06,253734.3,291493.33,300376.6,251137.51,257049.94,276975.73,238033.17,259904.15,275902.78,201719.21,225610.05,243301.65,222016.17,222507.55,225778.25,204679.13,173922.54,171721.4,133949.14,146764.68,112896.89,115583.88,142936.48,163817.71,155449.8,107699.16,147465.28,143833.94
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",77399.77,77202.39,79299.62,80627.28,81899.46,89325.13,94289.8,97224.64,101080.3,109808.82,118216.77,113790.9,113186.45,112350.98,126323.41,141129.29,161643.79,167367.97,216851.47,225488.22,246153.03,308165.61,462333.6,504233.76,601694.4,461252.91,713780.33,990226.85,480273.72,620816.6,603695.66,715119.53,661517.33,789471.3,827176.64,695675.89,829125.74,1140743.82,1171431.66,1151479.74,1011466.92,1020820.76,1149256.46,1006724.81,989368.63,1010234.24,992555.63,1074566.32,1086286.05,991569.99,909389.12,945112.73,938828.11,947362.77,907522.81,860143.92,807907.71,815062.11,748982.59,731696.42,744467.28,741670.31,771718.85,738508.3,702554.22
558,"NIC","Nicaragua",8146.42,8270.74,8441.89,12293.19,12575.9,15052.26,15163.35,15378.5,15538.46,15922.75,24208.09,38760.22,27778.65,27651.89,27514.05,24667.48,33224.11,36960.01,39736.24,44282.34,46052.08,43209.52,49298.73,52168.73,43466.01,43613.72,43457.62,48564.05,44293.87,36906.43,38054.96,33857.42,28335,20868.52,22225.68,24160.33,19553.67,21843.93,27884.95,26303.26,21945.83,28850.29,23332.07,27807.17,34275.41,32397.99,41245.53,41153.67,46531.83,51859.73,42408.6,42301.02,40305.24,38127.18,35907.03,40638.9,32015.04,34053.59,35177.49,40627.65,42490.44,36939.43,30934.14,37838.2,46993.34
562,"NER","Niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"NGA","Nigeria",34434.69,34879.61,35304.89,35745.87,36183.9,36618.08,37048.48,37477.12,37898.62,38320.24,38734.95,39148.36,42952.59,41446.51,59396.86,63235.26,62153.78,69882,68923.88,65483.88,85097.34,149309.08,153238.83,149999.94,152738.91,147649.37,153833.7,157092.38,151831.25,156109.94,159294.21,186168.35,208970.8,217928.35,232632.88,255460.12,278331.37,302985.06,329386.95,350658.48,374241.68,394048.81,415307.56,432110.52,448901.98,465033.14,476235.2,486546.31,498387.05,506904.24,516988.06,530399.1,542548.87,553273.97,555193.13,557492.54,550994.63,542733.97,535909.03,524099.15,511443.32,474836.11,471624.49,467816.77,455061.42
570,"NIU","Niue",535.41,538.88,540.03,541.15,616.13,981.96,1749.27,729.72,649.55,1444.24,1019.12,1290.76,780.81,754.46,655.37,1682.59,1178.71,1040.95,1207.91,1239.96,1238.29,1175.89,1181.29,2773.86,1528.74,1143.1,1507.47,514.41,467.41,658.85,357.87,341.16,327.16,347.68,341.29,313.08,285.18,260.21,2034.7,533.04,232.3,258.52,1034.86,378.23,1218.9,1029.46,335.77,532.62,1594.63,528.93,402.55,529.01,908.61,2070.91,894.37,734.43,1062.23,1153.22,1441.67,2419.35,3034.85,3129.5,3851.59,4076.4,4232.87
408,"PRK","North Korea",427168.98,424472.96,422514.49,417213.9,469382.34,521938.65,574646.6,624220.46,652997.05,681257.31,708979.42,705966.07,693901.12,699211.93,698320.21,703144.41,738502.5,768399.95,781704.45,791119.28,787448.7,822806.16,869435.3,894573.36,955147.79,990946.12,1189866.22,1146848.52,1280625.81,1233289.7,1171458.7,1213518.3,1172924.5,957484.2,881586.1,856296.7,877116.8,940807,829705.1,842722.4,505667.98,381968.45,368674.4,405490.39,362812.26,317548.08,273318.08,243937.68,231340.37,234204.17,234540.81,231299.15,245565.29,246588.37,340318.23,271812.66,274306.62,257985.82,250467.51,216177.71,216998.51,224592.36,204598.43,207593.31,218547.8
807,"MKD","North Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,"NOR","Norway",1634322.48,2245714.49,2202340.61,1946635.73,2700008.68,2490352.2,3049244.45,2760100.48,2629315.98,2818141.31,2900216.66,2790425.74,2743398.31,2827195.82,2652777.91,3151710.96,4060922.06,4584261.92,4212291.76,3774580.84,3974510.13,3766450.31,3789973.82,3838607.33,4308082.93,4148206.6,4818723.74,4803997.87,3869743.38,4047552.4,3953829.13,3779669.18,3382489.12,3917849.87,3259012.18,2563774.99,2247842.38,2345873.99,2180889.1,2039705.73,1716093.68,2780685.73,2801786.35,2945304.13,2910289.19,3250451.53,3270007.04,3588890.26,3187154.75,3260420.68,3380504.27,3166702.03,3199289.1,2955451.15,2825168.52,2655879.48,2503590.04,2688633.51,2775435.82,3093432.74,3088947.61,2875513.7,2730408.8,2619605.26,2666477.71
512,"OMN","Oman",46417.42,46359.27,53663.21,60732.46,60603.54,75216.27,74244.41,74123.94,73740.86,80983.08,80642.21,80210.17,87164.2,86835.81,86809.31,93735.68,101616.28,101597.57,100308.17,100295.99,102611.33,103590.08,106424.47,110560.53,114208.09,114104.95,118589.54,123204.35,123648.36,133919.19,138523.62,116495.39,118049.59,142334.2,136253.16,122393.98,124875.94,149450.4,213678.1,153981.4,151263.5,153078.85,145354.94,149506.83,149799.61,173868.27,150799.33,143041.86,131171.41,135482.55,150251.16,162378.77,175233.8,175164.97,200158.66,188665.57,181473.14,183526.48,185924.69,191604.35,200640.67,193394.9,233890.48,251142.11,250740
586,"PAK","Pakistan",94069.48,95392.55,100782.43,173469.37,177932.77,185762.73,195945.69,154968.09,190426.22,182743.28,211544.49,212591.18,193242.06,243281.8,313937.44,342163.11,398620.92,383127.43,369001.6,399892.25,403271.59,398570.31,461077.71,483397.15,438376.16,452827.59,485189.13,529030.21,634752.11,604294.17,598462.8,671608.35,658086.87,702024.59,728900.36,741487.97,742760.57,797686.91,831297.71,796220.55,898780.81,917117.04,934781.8,1093021.85,882795.31,862179,843059.69,883871.17,858177.81,905352.23,887342.12,883456.92,877720.63,865671.81,928352.03,819188.33,896793.1,887000.9,915713.63,838507.2,807973.31,838155.59,851472.13,852665.18,855002.9
585,"PLW","Palau",1384.82,905.61,7111.47,7148.26,4017.03,3098.84,4175.65,2755.71,8584.62,11968.33,7158.85,10573.1,11580.85,7523.47,9378.54,11371.7,13621.01,10624.25,12599.24,11195.81,12437.93,15951.91,12130.17,23282.47,23008.82,18065.07,15427.19,17719.39,2093,16014.43,30785.91,43776.78,46177.3,61492.63,60903.02,55549.28,51855.51,62583.8,48185.47,56354.54,36916.74,71732.27,40404.36,37575.88,49257.54,56578.69,91255.01,89948.31,58183.72,67470.4,53755.65,54189.62,57097.4,68770.56,70965.72,57919.59,59692.94,65368.77,80618.06,85698.35,60030.66,43949.54,55790.16,100548.33,95732.13
591,"PAN","Panama",7487.11,6441.13,7312.48,7269.62,17173.94,20714.91,30152.34,40010.87,42850.13,59116.93,54691.29,55097.08,60596,57877.79,78629.06,87908.94,123626.95,124603.55,122593.97,81786.16,100470.95,119681.43,106536.69,156300.98,115282.64,121971.14,205431.99,268266.39,181362.11,205296.03,246615.74,187479.16,156205.36,218830.82,166348.19,340835.86,204453.6,229617.9,164074.37,255048.47,176392.79,172150.98,173546.58,202028.65,194045.33,212946.6,179615.65,200780.75,264948.84,165203.77,251145.92,319320.03,266579.33,240499.02,199000.64,163496.04,148400.36,157376.81,164397.69,181602.95,117594.87,103142.08,135064.34,144938.05,107919.75
598,"PNG","Papua New Guinea",27082.17,23211.52,29779.21,36139.56,46792.77,29992.3,48626.05,53740.75,44959.44,32467.27,42168.09,65418.54,80725.1,61340.75,70450.42,212100.47,275026.62,108298.21,269407.29,391108.58,496489.05,437580.34,117615.11,165402.71,223437.71,128372.15,156234.18,132616.3,129016.18,93247.38,124725.36,133173.7,153004.08,161700.2,166367.45,241036.64,195804.9,215433.22,189027.24,476927.54,376217.45,472492.53,278539.76,226698.78,345558.58,510706.85,316589.7,245860.26,204553.28,164095.81,282022.63,200434.56,155560.46,318472.41,251991.98,247559.4,330549.79,306768.37,414455.47,438985.13,609818.58,628278.89,537907.59,498517.5,363946.79
600,"PRY","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,"PER","Peru",96423.58,126245.45,137663.51,137907.38,176699.67,215253.07,302959.11,504426.48,989625.99,2406168.62,4113552.21,6330838.01,8590329.15,8512916.2,11680293.57,9346605.41,11244536.95,13148540.5,13736605.04,11844580.96,16787804.78,13883306.67,5728538.36,2778983.19,5135089.57,4226619.61,5449777.48,3399270.43,4743659.84,4858823.52,3779392.94,3835014.34,5208048.37,3205761.76,5493300.55,6510649.51,8441197.57,6717471.51,9821311.88,10671815.09,9948458.41,10089653.27,10901351.82,12757493.58,16543619.85,11884641.87,12630374.84,10408835.33,5624139.58,11734159.16,14555779.37,10444900.07,11956598.12,8124467.54,13348899.59,12895084.93,9366275.04,9687740.63,9970304.73,9388291.61,5873588.58,10771126.87,6827658.87,7933415.31,4854681.33
608,"PHL","Philippines",237731.79,247491.72,258534.52,261185.98,308576.03,317852.58,321458.32,307597.86,343316.02,355537.94,362660.54,391984.79,434884.2,520885.85,601884.74,665006.16,694357.91,725446.77,842220.14,797824.14,823165.06,828931.37,904016.17,966178.6,978834.64,1016848.94,1024794.48,1041086.42,1028054.46,997915.22,974277.55,998124.06,1038903.31,1057992.28,1035297.36,1030561.6,1065363.16,1113794.82,1115987.75,1239970.39,1302688.56,1362796.22,1468673.84,1554445.09,1585328.81,1611667.16,2217622.24,2136728.5,2033193.43,2032805.57,2054047.26,1800480.2,1909390.71,2011431.87,1993873.84,2077814.86,1924869.65,2121278.69,2181022.29,2204461.69,2309086.59,1947530.03,1957354.44,2001966.94,2047909.55
616,"POL","Poland",59231.56,60183.64,65893.35,60320.13,64722.83,63143.33,68677.58,72732.43,68479.36,69439.27,75921.2,65508.11,69962.22,74828.08,72603.4,77325.93,90032.42,98993.32,109722.46,107132.12,118854.98,121641.24,131086.07,139895.71,152376.15,160687.24,155285.04,148786.28,137840.97,149908.87,167360.33,159883.83,161294.83,153926.95,163606.09,152162.92,138127.74,127176.51,125475.39,123425.92,107553.08,118791.92,123356.99,132964.93,177619.43,199082.26,243592.38,254690.28,208850.21,183822.75,189762.67,176941.89,159703.28,152517.08,160370.12,137306.85,142431.52,149959.44,123596.13,137723.1,132724.09,117681.32,124796.72,116806.08,117680.78
620,"PRT","Portugal",280378.49,290437.1,315904.61,358550.6,378795.26,337943.58,389596.2,410924.8,434034.71,428976.1,452840.45,479453.29,480316.19,491522.51,581704.28,574569.94,498916.11,521865.71,483891.86,461428,527036.78,507490.99,527442.56,609458.93,490503.13,425127.31,450477.74,452668.94,399414.17,413255.8,461535.32,442703.89,413546.69,401922.1,510926.54,521978.65,533288.1,537475.99,481300.34,441101.13,404876.38,380196.13,400772.58,402127.86,330115.8,348228.18,318172.7,304679.11,325794.48,293325.5,264921.96,250960.83,229048.35,232926.73,229253.44,250259.1,249375.25,260992.59,271532.16,235311.27,266647.73,263275.84,327438.59,249472.3,206219.33
634,"QAT","Qatar",2067.9,2077.03,2096.46,2308.74,2311.58,2323.45,2345.53,2537.45,2537.41,2553.24,2978.36,2962.05,3412.82,3403.13,3421.44,4127.65,4609.92,4765,4494.75,4610.32,5279.52,5106.36,6509.27,7283.68,6506.34,6402.54,7236.01,7314.48,6864.4,6886.05,7108.75,8301.35,7679.01,7367.01,10307.39,8537.11,7228.54,9128.5,10197.19,14768.98,18759.47,25842.22,24937.87,22230.27,13285.42,11424.54,12622.62,13234.07,13800.29,11758.74,18178.52,22210.11,18253.37,28025.64,27737.27,34318.54,40208.28,37568.5,43510.05,35219.89,34539.92,32953.49,29334.39,30790.89,40735.12
178,"COG","Republic of Congo",7120.61,7303.49,10978.77,12277.53,13640.14,14822.26,18012.56,21153.89,24458.66,22425.63,26756.97,32138.55,36195.89,42801.99,55384.89,64854.26,75961.06,36214.35,43412.37,44259.55,48984.42,59103.06,71837.43,80453.43,91037.85,95315.25,103485.94,100279.37,86988.76,93465.24,95814.85,92551.56,87277.21,83204.57,71391.71,60347.93,48727.25,54565.48,44530.19,38770.22,36561.59,30884.21,35240.41,32467.64,29504.09,30035.99,30555.13,30635.86,30898.29,31446.87,32066.29,35926.1,44715.72,43482.27,50372.6,57826.38,57228.24,91747.43,86500.12,91887.91,103940.45,101729.82,108278.39,103227.85,100365.5
642,"ROU","Romania",5264.81,5021.46,5206.69,5962.06,7347.6,15158.56,15505.88,15222.73,13645.51,11131.79,14701.62,16464.2,9081.57,9460.54,9368.66,12940.16,7786.79,10576.88,9285.27,12072.83,13032.58,15235.96,10936.39,7872.69,7367.25,7828.21,9263.4,7850.15,8974.62,10020.8,11357.14,11105.02,11658.39,14885.07,16223.59,17243.02,19242.95,17212.59,16988.51,17709.98,15776.97,13424.83,12891.26,11892.35,11075.79,10005.74,8960.37,8071.87,6529.88,4052.59,3944.7,3922.12,3398.1,2758.53,3020.59,3218.32,1411.56,1242.7,1110.18,1013.35,862.21,1521.06,1888.7,2576.35,3144.59
643,"RUS","Russia",1944238.04,2385225.34,2403724.26,2364667.99,2809983.89,3719590.35,3771304.04,2981656.47,2337489.82,2290767.8,2509675.7,2825047.5,3183715.53,3525116.83,2739673.68,3012994.6,3372821.82,3686730.35,5164676.15,5065911.22,4755162.77,4139091.18,4331739.97,6647995,7158621.58,7131528.54,6964572.22,6986761.92,6312370.52,5763248.76,5902610.02,6611461.3,7128384.29,7258338.72,9115140.25,9826159.94,10395071.72,9930378.33,9717961.5,10798258.9,11125437.78,10988437.69,10953367.64,9335471.08,8223427.73,9739191.75,11794274.64,11163802.2,9893511.04,9370275.13,8365904.96,8249956.09,6479913.48,6959858.5,5809891.12,6442338.2,6535036.51,7155963.07,7101512,7591090.36,8282138.36,8187199.53,8410872.01,8305300.11,8391232.84
646,"RWA","Rwanda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",1220.76,1263.79,1306.71,1347.82,1391.85,1436.3,1464.72,1522.51,1550.68,1558.52,1565.43,1571.78,1598.87,1588.17,1562.34,1552.83,1532.44,1651.52,1491.63,1465.4,1440.52,1421.16,1407.69,1376.06,1359.29,1341.73,1324.3,1348.14,1306.59,1301.2,1408.56,1334.18,1757.55,1344.53,1241.12,1235.78,1254.49,1274.52,1275.75,1276.05,1283.03,1302.7,1311.02,1294.07,1339.05,1305.19,1286.1,1299.03,1310.8,1323.44,1362.03,1390.9,1397.11,1451.44,1584.11,1620.02,1638.55,1631.11,1606.06,1623.23,1629.62,1645.21,1651.29,1676.23,1702.43
662,"LCA","Saint Lucia",1090.53,1040.34,869.39,866.34,885.02,1066.96,1089.84,1088.28,1099.22,1116.63,1123.46,908.21,1098.84,1137.37,965.8,1006.66,1269.02,1314.15,1385.13,1416.33,1664.41,1748.94,2116.86,1784.92,1947.69,2512.13,2416.07,2646.38,2798.77,1492.99,1476.32,1467.61,1999.47,1571.54,1480.72,1954.54,1200.94,1049.17,1407.93,1251.32,1563.16,1683.78,1692.99,1688.22,1528.87,2047.14,2463.53,3021.91,1990.71,2041.93,2268.99,2309.06,2131.3,2504.19,2058.05,2695.56,1753.06,3759.48,3728.88,3322.61,3035.93,2103.09,2370.02,2391.67,1851.78
670,"VCT","Saint Vincent and the Grenadines",1213.11,1158.9,1139.53,1119.36,1122.6,1085.85,1087.25,1058.16,1039.37,1114.68,1104.39,995.19,1044.47,1236.27,1199.64,1329.92,1412.51,1411.13,1445.65,1516.47,1487.84,1535.62,1997.68,1581.94,1735.02,2084.49,1712.88,1761.07,2372.21,2145.07,2100.76,2431.85,3502.24,1952.8,1627.68,2023.76,2730.63,2205.19,1870.81,2564.29,2345.09,2332.44,2099.56,2037.36,2833.14,1522.9,1583.02,1578.94,3062.96,2363.89,2907.95,3943.04,3678.56,4038.95,3483.61,3230.37,3478.19,3827.29,3305.41,3791.34,3635.57,2583.02,2046.63,1779.86,1580.18
882,"WSM","Samoa",5822,5996.47,6169.37,6340.72,6510.5,6678.71,8404.96,8914.13,8636.73,8266.67,7784.18,9006.86,8455.93,8127.5,8713.19,8744.23,9138.51,9538.41,11492.19,10991.99,10804.3,10136.77,10549.72,17457.23,11194.92,11948.26,10638.41,9879.63,10142.83,10956.95,11043.24,12158.18,13115.36,13042.98,12735.26,12151.86,11793.34,11697.91,13761.97,11695.7,6245.48,7094.96,8416.52,7291.69,9259.61,11311.54,11999.02,17538.37,19319.52,18651.74,16743.2,20029.89,19050.24,15958.29,14784,14166.85,16165.43,17834.95,17341.37,19308.03,19870.41,17929.24,19420.71,19554.53,21076.06
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",4004.56,4010.44,3955.33,4007.35,4035.37,4025.37,4053.29,4083.27,4179.08,4231.23,4288.21,4445.98,18833.32,27788.09,31481.02,28390.42,25967.3,16674.19,28921.41,20341.16,10775.59,13979.45,29157.91,12806.07,21318.3,14848.05,18896.21,26677.69,10584.1,11952.85,14154.07,11815.46,14519.51,11956.58,13941.53,16917.16,17385.39,22334.65,25673.25,15617.16,21504.02,23007.66,24503.15,18313.76,17020.33,14098.66,14337.83,13910.95,12251.66,14842.25,15952.52,16725.36,32431.39,13862.62,20858.34,28427.56,14159.7,13798.87,12068.43,14001.72,12157.45,11902.07,11825.55,14850.87,19737.89
682,"SAU","Saudi Arabia",10940.36,10979.3,12460.19,11836.5,12662.13,13240.08,13159.43,14990.39,15013.22,16752.97,16811.76,23845.45,27055.58,30356.56,27025.4,37567.42,45494,71130.32,69417.64,70710.15,68258.34,63695.96,73066.37,85397.22,65410.14,63194.93,67305.22,69909.44,61023.97,49916.71,53040.4,69255.02,66040.9,73698.6,83110.89,99989.04,104861.71,99047.49,102549.32,98650.35,85672.04,86343.13,87709,90196.69,101167.61,89588.58,93470.79,99976.53,100274.26,101805.31,97684.48,104082.94,106079.68,111037.68,106478.01,113255.06,121109.2,113808.76,109562.43,114042.53,125796.25,90235.64,90376.91,96935.16,95186.85
