"code","iso","country","FSS.raw.1950","FSS.raw.1951","FSS.raw.1952","FSS.raw.1953","FSS.raw.1954","FSS.raw.1955","FSS.raw.1956","FSS.raw.1957","FSS.raw.1958","FSS.raw.1959","FSS.raw.1960","FSS.raw.1961","FSS.raw.1962","FSS.raw.1963","FSS.raw.1964","FSS.raw.1965","FSS.raw.1966","FSS.raw.1967","FSS.raw.1968","FSS.raw.1969","FSS.raw.1970","FSS.raw.1971","FSS.raw.1972","FSS.raw.1973","FSS.raw.1974","FSS.raw.1975","FSS.raw.1976","FSS.raw.1977","FSS.raw.1978","FSS.raw.1979","FSS.raw.1980","FSS.raw.1981","FSS.raw.1982","FSS.raw.1983","FSS.raw.1984","FSS.raw.1985","FSS.raw.1986","FSS.raw.1987","FSS.raw.1988","FSS.raw.1989","FSS.raw.1990","FSS.raw.1991","FSS.raw.1992","FSS.raw.1993","FSS.raw.1994","FSS.raw.1995","FSS.raw.1996","FSS.raw.1997","FSS.raw.1998","FSS.raw.1999","FSS.raw.2000","FSS.raw.2001","FSS.raw.2002","FSS.raw.2003","FSS.raw.2004","FSS.raw.2005","FSS.raw.2006","FSS.raw.2007","FSS.raw.2008","FSS.raw.2009","FSS.raw.2010","FSS.raw.2011","FSS.raw.2012","FSS.raw.2013","FSS.raw.2014"
528,"NLD","Netherlands",0,0,0,0,0.000597314362325099,0.000796154321791397,0.000995202482413629,0.00139466937389881,0.00129479209341383,0.00249190940085116,0.00268856959766855,0.00368587636620344,0.00328685406920701,0.00428516255739878,0.092711048276352,0.150243069824098,0.224527816969558,0.202536169858841,0.208397829058332,0.202746359441935,0.214918705183793,0.264573663448889,0.346032035347669,0.387254395771864,0.377695297221563,0.333668644111531,0.377852094639223,0.34499608186501,0.271418805943109,0.129930440777428,0.118280696996629,0.119103672231332,0.22470337465712,0.287852740780236,0.359738894668453,0.313066005030755,0.290302065328432,0.290548635312608,0.255981007627173,0.225698251381765,0.202112845568151,0.189323716916643,0.186755031247684,0.151323081270564,0.144051678001294,0.159729163562614,0.294416980514647,0.412015813125346,0.418733457356331,0.315055431786793,0.259245658064187,0.324388708868104,0.402297864564892,0.430157199394627,0.37390145239906,0.400174552669767,0.479114733456306,0.569810166710527,0.5303331163048,0.443976521962763,0.37979843436952,0.402462223013475,0.327288739745045,0.301675295439035,0.317213655587826
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",0,0,0,0,0,0,0,0,0,0,0,0,0.00142097517856599,0.000357944007252985,0.00360795102823776,0.00137856237355123,0.0156714473225356,0.0365199906648805,0.000751139570324333,0.0295103112304492,0.0464027910930042,0.0220095696791086,0.0319402064288644,0.0309219757419654,0.0346352957298589,0.0310515430807797,0.0242881327200485,0.0417704009449956,0.0762309013160246,0.130238246209911,0.112108246335579,0.108425707614222,0.0958739949836235,0.112517718870844,0.125362746969015,0.154042141310949,0.153197962147454,0.137132977764455,0.130323599678875,0.147333413280897,0.186546253265505,0.204042830767862,0.223256861044749,0.203067087656258,0.208351927500471,0.189717923839129,0.181199757177338,0.201389476171187,0.213717885939896,0.236183972159141,0.251535933174569,0.276509298805022,0.302641989579967,0.310366143491157,0.374459932567425,0.43884114280666,0.507278389995808,0.559263933461464,0.608155802208967,0.653038302293457,0.638064632516825,0.635568425013534,0.633433740282488,0.548215551968746,0.352643215518654
558,"NIC","Nicaragua",0,0,0,0,0,0,0,0,0,0,0,0,0.10666184490607,0.186133788757296,0.13108800434687,0.0221941921509615,0.00749712534060356,0.00245572195462068,0.00194433705856417,0.000351110036190499,0.000641876805564483,0.000710210759110492,0.000720049989117367,0.00274356765058302,0.0544485382716288,0.043640232110446,0.00623665999196459,0.00572123064283148,0.0370751092645551,0.0813746201949091,0.120751327448511,0.153763311882595,0.24124246310217,0.557094106386078,0.458609288894648,0.399085659839911,0.480500895893201,0.485059428637612,0.306325062659248,0.389730909970855,0.441094996953863,0.29386981344035,0.215903817535264,0.127724802308182,0.0233254255456025,0.0357781557744786,0.048798035908376,0.0488395588048405,0.0454342885289489,0.0793603926206326,0.0740173207792759,0.118327239059484,0.104217653783975,0.1189260355998,0.135975738010078,0.205070575384668,0.255748460411107,0.289033637510759,0.250476950970635,0.301977555704059,0.100865654486044,0.289985871465802,0.374224975738779,0.325385828871352,0.216532572232576
562,"NER","Niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"NGA","Nigeria",0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0.0056,0.0075,0.0021,0.0076,0.0036,0.0028,0.0018,0.001,0.0018,0.0023,0.0046,8e-04,0.0095,0.029,0.0297,0.0262,0.0239,0.0338,0.0402,0.0375,0.0365,0.0514,0.052,0.1034,0.1187,0.1246,0.096,0.0643,0.0809,0.0647,0.0861,0.0761,0.0811,0.0694,0.0583,0.0735,0.0856,0.0951,0.0789,0.0841,0.091,0.1025,0.1027,0.1396,0.1696,0.2174,0.2157,0.2018,0.1419
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00931958285135235,0.00896044704619502,0.00847900632759197,0.00812558599055405,0.00770653386454958,0.00734718843828862,0.00699176726657722,0.00669108446348392,0.00601862912990668,0.00567218370145847,0.00519089697216508,0.0050090485057458,0.00498158059700004,0.0050500866995994,0.00504716574937518,0.00530206321037714,0.00581397228278023,0.00649045993352209,0.00662116267644147,0.00637903251881619,0.00638009719315439,0.00639111825394348,0.124748810047057,0.26973747863173,0.601032991075572,0.59642945102779,0.482653619152355,0.527214335844108,0.584520885908049,0.482019861664475,0.282559191175385,0.252298071127836,0.255470176043407,0.263851534225536,0.276064059249677,0.277806118201803,0.294105991255792,0.298008431364373,0.292913257211787,0.287267019279374,0.282511874559617,0.276821397409987,0.274746970212609,0.271325252740215,0.262054722003901,0.294474412716657,0.268198570069527,0.218240201356408
807,"MKD","North Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,"NOR","Norway",0,0.000639069443774217,0.000921918158699349,0.00119018572108506,0.00111628032247659,0.00170947922948409,0.00295450942937684,0.00344434061690392,0.00305743901499431,0.00230985066536639,0.0189050013311764,0.00143506531730889,0.0356960546622193,0.03177662587942,0.0367772620743061,0.0255120839472538,0.0246880780548642,0.0821675079123751,0.0968182167500192,0.146235791394522,0.125521596811982,0.140906085913556,0.132699643897276,0.137161493881168,0.124920108671863,0.103273739970907,0.104564168206289,0.116027223484593,0.21503250952987,0.272862076343965,0.281269123985386,0.317339047730362,0.249686118650398,0.360073649263135,0.344698094968458,0.503408457848713,0.432371804059055,0.404520636959703,0.454625210848181,0.502599049437391,0.524217990479984,0.462999811063151,0.343633442388996,0.257194249982599,0.191899456603486,0.18811452509338,0.174557858325589,0.16743503895714,0.167981857437578,0.202517799316621,0.260508681391194,0.31394416923243,0.280083078151331,0.248666071212512,0.239110510963431,0.284956837596034,0.317750814437255,0.282573533929881,0.234766285258219,0.173054167882764,0.139159620484143,0.112800038959647,0.151898535156714,0.185681059429542,0.211510129078109
512,"OMN","Oman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00434939012813003,0.00434763373711234,0.00424704614810622,0.00424553599490427,0.00424374845545056,0.00424255850181824,0.0041429872487044,0.0045368873956302,0.00483014303060472,0.00512525634216981,0.0051244097793625,0.0053190784091273,0.00532226404595189,0.00492740913065945,0.0045225945335691,0.00275293350870596,0.0028511278947716,0.00275264092223623,0.00412907347240444,0.00265693567551924,0.00127891700524053,0.0003951338391721,0.00135200156642296,0.00263647739210054,0.00378971793294763,0.00368861947175652,0.00425128061373517,0.002977849748741,0.00261257531348302,0.0128814943143315,0.0271195265497806,0.0278249669344867,0.0150825733129469,0.00439193465128655,0.0123131202311731,0.0288023834214632,0.0277714802223298,0.0347282864053946,0.018187767725717,0.0334666265872735,0.0480143854172978,0.0805454634454413,0.088517983177313,0.139989604978891,0.11992925960819,0.108334804212638,0.0434142162300062,0.0452724316024567
586,"PAK","Pakistan",0,0,0,0,0,0,0,0.0311,0,0,0,0,0.0254,0.0204,0.0211,0.0213,0,0.0146,0,0.0085,0.0016,0.0015,0.0015,0.0014,0.0012,0.0012,0.0012,0.0011,0.0011,0.0175,0.0304,0.0411,0.0303,0.0242,0.02,0.0164,0.0124,0.008,0.0083,0.013,0.0332,0.0374,0.0386,0.0356,0.0539,0.0596,0.0533,0.1221,0.2009,0.29,0.2944,0.3146,0.3257,0.3234,0.3516,0.369,0.3948,0.3744,0.3575,0.3427,0.3396,0.344,0.3525,0.3687,0.4025
585,"PLW","Palau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047,0,0,0.0188,0.0141,0.0152,0.021,0.022,0.0237,0.0197,0.022,0.0186,0.0193,0.0164,0.0158,0.0509,0.0775,0.1139,0.0892,0.0653,0.0543,0.0475,0.0522,0.0874,0.104,0.1029,0.0682,0.0625,0.0814,0.104,0.1024,0.0821,0.0557,0.1013,0.1757,0.1739,0.0846,0.0565,0.0411
591,"PAN","Panama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00317734451174933,0.00375957931537564,0.00365726694013573,0.00366869747140736,0.00227311424909402,0.147275099715153,0.30909644657761,0.504975603513489,0.309440686988467,0.242559090019242,0.305027287861369,0.542243034602533,0.605525398357029,0.579161468177904,0.593791203323471,0.552341987498274,0.577662839023214,0.530545439465686,0.50687119081933,0.49396029878737,0.309999774911733,0.331011719415159,0.301262795108683,0.451982542440298,0.513803026241524,0.589941604359347,0.728127192474466,0.686202399317917,0.733234801206757,0.62012016373082,0.638968271319999,0.36344456764882,0.32669325719135,0.26503165814636,0.399248892811557
598,"PNG","Papua New Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566,0.0588,0.0575,0.0591,0.0887,0.0909,0.0807,0.083,0.0655,0.0424,0.0252,0.0227,0.0287,0.0353,0.0291,0.0214,0.0085,0.0089,0.007,0.0216,0.0352,0.0628,0.0544,0.0523,0.0515,0.0577,0.082,0.0904,0.1067,0.1099,0.1075,0.1069,0.095,0.0952,0.087,0.0786,0.0743,0.0501,0.0408,0.0372,0.0406,0.1765,0.5687
600,"PRY","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,"PER","Peru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,2e-04,0,0,0,1e-04,0,0.1483,0.3239,0.8692,0.8367,0.8683,0.7178,0.5258,0.3166,0.3023,0.3337,0.3666,0.2168,0.2604,0.0966,0.0645,0.059,0.0163,0.0191,0.0169,0.0163,0.0151,0.0784,0.1242,0.1706,0.1653,0.1466,0.2294,0.1875,0.166,0.0624,0.0564,0.0547,0.043,0.0395,0.0415,0.0496,0.0595,0.0492,0.0428,0.0296,0.0205,0.0188,0.028,0.0488
608,"PHL","Philippines",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0.005,0.0052,0.0122,0.016,0.0242,0.0264,0.0304,0.028,0.0314,0.0317,0.0309,0.0277,0.0294,0.0485,0.0619,0.0702,0.0514,0.0369,0.025,0.0261,0.038,0.0825,0.0797,0.0938,0.0841,0.1105,0.1169,0.1055,0.1117,0.1148,0.1412,0.135,0.1413,0.1206,0.1134,0.0939,0.0892,0.1269,0.1973,0.3161,0.3224,0.3092
616,"POL","Poland",0,0,0,0.0029,0.003,0.0029,0.0028,0.0029,0.003,0.0033,0.003,0.0025,0.0018,0.0015,0.0019,0.0021,0.0022,8e-04,0.0023,0.0034,0.0024,0.0039,0.0033,0.0045,0.0027,0.0028,0.0035,0.0069,0.0081,0.007,0.0057,0.0053,0.0051,0.0043,0.0041,0.0052,0.0064,0.0064,0.0055,0.1159,0.2421,0.3213,0.2498,0.2047,0.1213,0.0655,0.0029,0.0416,0.0837,0.0941,0.0505,0.0832,0.2429,0.4067,0.6148,0.7577,0.6808,0.6773,0.6749,0.9297,0.8357,0.8297,0.817,0.8101,0.5986
620,"PRT","Portugal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.49271973725206e-05,0.000392177786049858,0.00687928624714083,0.00746178406318361,0.0864316786771325,0.186202191572683,0.189556866875591,0.110527056232072,0.0267640057336291,0.098298621226208,0.104898275874407,0.124605385431484,0.0777524439897962,0.117388058403123,0.19215322522233,0.188124363345899,0.170854882644735,0.193149175716527,0.219435662338393,0.250768052241964,0.168157776135489,0.158968384264376,0.134118929893617,0.193863289681089,0.254462289648497,0.309897650797222,0.332395797146774,0.312445221830638,0.311359216119526,0.300999322362295,0.302306258031273,0.418844971828529,0.548227456884265,0.691944524591791,0.693872611230245,0.701803897448398,0.712957533041051,0.753369011825471,0.779425491582891,0.778362192467133,0.735143610416489,0.730578750423062,0.714164977354409,0.724460369556852,0.752009716528606,0.724771383839797,0.68078623875403,0.61958806312801,0.621205438879394,0.607510394380458,0.671991254883817
634,"QAT","Qatar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,"COG","Republic of Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,"ROU","Romania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,"RUS","Russia",0,6.41900475533268e-05,0.000308355301951315,0.000411608908360958,0.000619043086400043,0.000583859500011876,0.038811071845589,0.0524780442446477,0.152935569527742,0.154313211255196,0.202882019389198,0.127356483282139,0.0737450905838311,0.0553143272298297,0.0806959127380455,0.104553519829076,0.119369798020638,0.0691096663972183,0.0454054458738909,0.0124632392501738,0.0342686526326837,0.0490470600149959,0.0524647798711242,0.0397609903224957,0.0298604897852416,0.0283890477057531,0.0449244950435735,0.106977558344367,0.141172822564604,0.14667059887677,0.118988208298233,0.149621359704699,0.0931005492696298,0.0821783082006677,0.0532405813921514,0.0813160571065364,0.0633645458930994,0.0672609263049095,0.0632937677718727,0.0472195245413129,0.0305943643935421,0.0345443193744861,0.0562681415763198,0.0475318496997583,0.0608126142577531,0.0503039223659397,0.0410319602863682,0.0239449310293226,0.0199383174435716,0.0296591376625886,0.0373038222835608,0.169656639472126,0.350026045547448,0.583230738891746,0.6095957633836,0.582337027192394,0.579014288480693,0.61294627714226,0.657265996628464,0.450217733347334,0.416079023282944,0.226359245825416,0.391013472062096,0.380278163067849,0.521453149243562
646,"RWA","Rwanda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,"VCT","Saint Vincent and the Grenadines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,"WSM","Samoa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513,0.0732,0.1726,0.2473,0.2691,0.2006,0.1774,0.148,0.1113,0.0997,0.086,0.0839,0.0991,0.0941,0.2143,0.3257,0.4475,0.4235,0.2945,0.2883,0.2034,0.2147,0.1909,0.2611,0.3272,0.3241,0.3059
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414,0.0977,0.113,0.1352,0.128,0.2418,0.1703,0.1886,0.14,0.2752,0.1827,0.165,0.1383,0.2179,0.3482,0.3456,0.3495,0.3501,0.2982,0.2158,0.0782,0.0632,0.0547,0.1052,0.1293,0.1704,0.1229,0.1528,0.176,0.2743,0.2712,0.3285,0.3968,0.4595,0.4451,0.3658,0.2449,0.219,0.1826,0.175,0.1494,0.1287,0.1997,0.1854,0.1956,0.2065,0.264,0.2396,0.1542,0.0863
682,"SAU","Saudi Arabia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00299036420755593,0.0025648719835477,0.00226703768836581,0.00252846531281013,0.00274185590420491,0.00294922577924701,0.00310012339980154,0.00286417619653467,0.00303536210895399,0.00268515161231179,0.060509356847945,0.0828730282051463,0.125094188379002,0.0894053967918794,0.0880709460483875,0.0993616841987314,0.0997097974317015,0.0901641665249885,0.0732322906790584,0.0943991589971211,0.107744947852793,0.149700287198394,0.160528167573658,0.142789761805602,0.114664265379307,0.14079128670946,0.125314387800705,0.129322410136999,0.139820985956023,0.158111994773982,0.140066738373496,0.133306212561429,0.18845759211381,0.257348114603261,0.321584923878976,0.296405186403277,0.290750229138433,0.2790670054878,0.300841410926805,0.303262812816863,0.300900501226795,0.279754111587339,0.281130436837906,0.302844410020171,0.238961965460654,0.202817959708957,0.191661758210334,0.203589299877031
686,"SEN","Senegal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.0019,0.0026,0.0029,0.0033,0.0029,0.0027,0.0046,0.0045,0.0284,0.0297,0.0563,0.0714,0.1057,0.1359,0.1368,0.1615,0.1509,0.1828,0.1803,0.188,0.1654,0.1512,0.1412,0.1381,0.1394,0.142,0.1189,0.1176,0.1406,0.1992,0.2135,0.2239,0.2211,0.252,0.2588,0.2898,0.3362,0.3469,0.3512,0.3407,0.3818,0.4313,0.4652,0.4734,0.4631,0.4305,0.4052,0.3571,0.32,0.2647
688,"SRB","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,"SYC","Seychelles",0,0,0,0,0,0,0,0.1837,0,0,0,0,0.323,0,0.1908,0.095,0,0.0293,0,0.1653,0.1204,0.0017,0.0939,0.1672,0.1712,0.2061,0.0108,0.1808,0.1744,0.0528,0.2271,0.2392,0.2492,0.2156,0.2026,0.2028,0.1396,0.147,0.1654,0.166,0.1176,0.1013,0.1028,0.1037,0.0785,0.1218,0.1742,0.2104,0.2247,0.1939,0.2536,0.2598,0.18,0.1322,0.1109,0.1744,0.262,0.2546,0.2866,0.3508,0.3809,0.3418,0.252,0.2475,0.2967
694,"SLE","Sierra Leone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,0.0038,0.0072,0.0085,0.0088,0.0065,0.0062,0.007,0.0064,0.0051,0.0039,0.0031,0.006,0.0064,0.0115,0.0128,0.017,0.0181,0.0178,0.017,0.0165,0.0147,0.0138,0.0117,0.0128,0.012,0.0103,0.0127,0.0132,0.0147,0.0138,0.0148,0.0182,0.0172,0.0168,0.0115,0.009,0.0066,0.0065,0.0049,0.0053,0.0047,0.0144,0.0228,0.0308,0.0246,0.0222,0.0183,0.022,0.0248
702,"SGP","Singapore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,"SVN","Slovenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"SLB","Solomon Islands",0,0,0,0,0,0,0.0253,0.0247,0.0208,0.0152,0.0133,0.0105,0.0126,0.0132,0.0226,0.0116,0.0097,0,0,0,0,0,0,0,0.0081,0,0,0,0.0058,0.0063,0,0,0.0052,0,0,0,0,0,0,0.0038,0.0025,0.0018,0.0046,0.0092,0.0118,0.0089,0.0073,0.0089,0.0195,0.0246,0.039,0.0299,0.0124,0.0106,0.0085,0.0087,0.0067,0.0084,0.0088,0.0077,0.0206,0.1729,0.4028,0.5574,0.2869
706,"SOM","Somalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058,0.0046,0,0.004,0,0.0028,0,0.0046,0.0066,0.0015,0.0065,0.0103,0.0103,0.0091,0.0068,0.0053,0.0068,0.0011,0.0076,0.0083,0.0076,0.0119,0.0191,0.0216,0.0209,0.0184,0.0216,0.0248,0.0228,0.0194,0.0147,0.0149,0.0146,0.0156,0.0157,0.0173,0.0168,0.0242,0.029,0.039,0.0419,0.0464,0.0477,0.05,0.0915,0.141,0.1734,0.1644,0.1503,0.1524,0.1525,0.1541
710,"ZAF","South Africa",0,0,0,0,0,0,0,0,0.000198954296068982,9.95094503066748e-05,0.00806479394777797,0,0,0,9.94823339304492e-05,0.00377910355889837,0.000596456413321382,0.000597267966991522,0.00288687218770222,0.115932616287114,0.24072887712305,0.423641091565569,0.37289480500254,0.385112167439805,0.40671696922994,0.459476452341692,0.429015852769098,0.332574006527023,0.206238678287483,0.172050234684414,0.166775356233381,0.16693954320182,0.181956952840506,0.185208019921545,0.186806452031419,0.181929340777223,0.126621966807135,0.0975572051202491,0.191879531944387,0.319848340945484,0.54699834766791,0.605962829282518,0.627266595397632,0.630956651821002,0.587711263251739,0.535068062641842,0.487991336058931,0.41094132533639,0.380615445886583,0.355039192746697,0.255937208047013,0.190363721455254,0.122905403943651,0.110650045555514,0.108817378248172,0.122783556145903,0.197415678790847,0.248630161719778,0.291412551141771,0.279005539935398,0.299650976717201,0.260841705498622,0.358414372729034,0.363024639384618,0.335999273319037
